id,shpcountry,rcvcountry
Viento Azul N.V. Brine,Utoporiana,Oceanus
Isla Azul GmbH Line,Marifada,Oceanus
Viento y Mar AB Consulting,Utoporiana,Oceanus
2 Beachcomber Company Consulting,Isliandor,Oceanus
-19165,NA,Oceanus
-7323,NA,Oceanus
Icelandic Oysters LLC Import,Kondarama,Oceanus
Ob River Coral AB Marine,Kethilim,Oceanus
Coral del Mar SE,Puerto Sol,Utoparadia
Red Sea  Transportation Seaside,NA,Oceanus
xiǎo xiā Ltd Line,Isliandor,Oceanus
-7221,NA,Oceanus
Angrapa Nori GmbH International,Thessalandia,Oceanus
-13905,NA,Oceanus
-11156,NA,Oceanus
Seashell Seekers Ltd. Liability Co Express,Sirenareef,Sirenareef
-13980,NA,Oceanus
Madhya Pradesh  Market Ltd. Liability Co,Sol y Oceana,Oceanus
-9909,NA,Oceanus
Black Sea Sprat GmbH & Co. KG,Lumaland,Oceanus
-7364,NA,Oceanus
-8259,NA,Oceanus
-18352,NA,Oceanus
móguǐ yú Co International,Arreciviento,Oceanus
The Salty Dog S.p.A.,Marebak,Oceanus
Ethiopian Highlands  Company Shipping,Marebak,Oceanus
-4420,NA,Oceanus
-21586,NA,Oceanus
Portuguese Octopus A/S Industrial,Utoporiana,Jiraputra
-8132,NA,Oceanus
-10653,NA,Oceanus
-6705,NA,Oceanus
-19586,NA,Oceanus
mǔlì Incorporated Marine mist,Marebak,NA
Romero Limited Liability Company Marine,Solovarossa,Coralmarica
-7013,NA,Oceanus
Marine Mavericks Corporation Marine life,Marebak,Oceanus
Sparrmans  Coral LC Marine ecology,Alverossia,Kuzalanda
-19616,NA,Oceanus
Arena del Sol Ltd. Corporation,Marebak,NA
-7324,NA,Oceanus
-5162,NA,Oceanus
-2218,NA,Oceanus
-16499,NA,Oceanus
-17237,NA,Oceanus
Sahara  LLC BV Shipping,Thessalandia,Oceanus
-7009,NA,Oceanus
Costa del Sol GmbH & Co. KG Family,Marebak,Lumaland
-1789,NA,Oceanus
-7696,NA,Oceanus
Caspian Sea   Aquamarine Ltd. Corporation Freight ,Osterivaria,Coralmarica
Himachal Pradesh   Inc Solutions,Osterivaria,Oceanus
-10332,NA,Oceanus
Icelandic Cod Shipping Seabed,Osterivaria,NA
-12878,NA,Oceanus
Jammu & Kashmir  Dockyard ОАО Shipping,Icarnia,Oceanus
Ocean Observers Marine mist,Puerto Sol,Utoparadise
-12789,NA,Oceanus
-4348,NA,Oceanus
Goa   Ltd. Liability Co,Rio Solovia,Oceanus
-16115,NA,Oceanus
-19766,NA,Oceanus
Zambezi Escarpment  Sp Overseas,Marebak,NA
shí rén yú Line,Sol y Oceana,Oceanus
Volga River S.p.A. Consultants,Nalakond,Oceanus
Playa de la Felicidad Wharf,Marebak,Oceanus
Mar del Este N.V.,Solovarossa,Oceanus
-16165,NA,Oceanus
Aqua Ambassadors Ltd. Liability Co Transit,Puerto Sol,Oceanus
Mar del Oeste Yacht,Marebak,NA
-16049,NA,Oceanus
Gvardeysk Limited Liability Company,Vesperanda,Oceanus
-8179,NA,Oceanus
-21213,NA,Oceanus
-18438,NA,Oceanus
-12791,NA,Oceanus
Ancla de Oro LC,Kondarivakia,Oceanus
Andhra Pradesh  Ltd. Liability Co Cargo,Marebak,NA
The Salted Pearl Seaport,Osterivaria,NA
shí rén yú Ges.m.b.H.,Nalakond,Oceanus
-20365,NA,Oceanus
-5170,NA,Oceanus
Océano del Este Caviar A/S Delivery,Nalakond,NA
-1744,NA,Oceanus
-13236,NA,Oceanus
Thundwa SE Marine ecology,Puerto Sol,Oceanus
Perla del Mar S.p.A. Worldwide,Kethilim,Novarctica
-21426,NA,Riodelsol
Norwegian Fjord  Ltd. Corporation Marine sanctuary,Marebak,Galduzim
Mar de la Vida Seafood Pic Solutions,Merigrad,NA
-8457,NA,Oceanus
-15169,NA,Oceanus
-12423,NA,Oceanus
Blue Ridge   Ltd. Liability Co Carriers,Marebak,Oceanus
Oceanic Opportunities Starfish NV Express,Faraluna,Faraluna
-1914,NA,Oceanus
Mar del Golfo ОАО,Islavaria,Coralmarica
Dubingiai Fish  BV Cargo,Marebak,NA
hǎi dǎn Wakame Ltd. Corporation Marine,Marebak,NA
Seafarer's Club GmbH & Co. KG Overseas,Mawazam,Oceanus
Chuan gou  Sagl Overseas,Uzifrica,Oceanus
-7367,NA,Oceanus
Estrella de Coral Co,Marebak,NA
Deep Blue Pic Consultants,Marebak,NA
-19707,NA,Oceanus
Shona S.A. de C.V.,Zawalinda,Valtalmo
katushka Current SRL Transport,Marebak,NA
Paradera Oyj Marine life,Marebak,Oceanus
-4816,NA,Oceanus
The Sea Lion Inc Transport,Puerto del Mar,NA
-14435,NA,Oceanus
-3995,NA,Oceanus
Selous Game Reserve  Corporation Delivery,NA,Oceanus
Orange River   Eel Company Shipping,Marebak,Oceanus
Mar de Estrellas GmbH & Co. KG,Marebak,Oceanus
-72,NA,Oceanus
Skeleton Coastline Plc Transport,Islavaria,Oceanus
Irish Scallop Ltd. Liability Co Services,Nalakond,Sol y Oceana
Sahara  LLC Investment Sea,Puerto Sol,NA
-1799,NA,Oceanus
-17726,NA,Oceanus
jīn qiāng yú Inc,Merigrad,Oceanus
TunaTreats Ltd. Liability Co,Oceanus,Oceanus
Wave Warriors Ges.m.b.H. and Son's,Thessalandia,Calabrix
-9885,NA,Oceanus
-5682,NA,Oceanus
-1787,NA,Oceanus
-20945,NA,Oceanus
The Sea Turtle Company Marine biology,Puerto Sol,Sol y Oceana
-18976,NA,Oceanus
Bahía del Sol A/S Delivery,Brindivaria,Oceanus
-18973,NA,Oceanus
Jammu & Kashmir Sea  Limited Liability Company Distribution,Oceanus,Oceanus
OceanFront Delights NV Import,Marebak,NA
North S.A. de C.V. Freight ,Marebak,Oceanus
Estrella de la Costa GmbH & Co. KG Logistics,Thessalandia,Oceanus
-3993,NA,Oceanus
Estrella del Mar AB Marine sanctuary,Coralmarica,Oceanus
Belgian Scallop Cod Pic Enterprises,Osterivaria,Oceanus
BlueTide and AG Freight ,Marebak,Oceanus
Bahía de Coral Sagl,Kondanovia,Coralmarica
-15200,NA,Oceanus
Arunachal  S.A. de C.V. Solutions,Talandria,Rio Isla
-11250,NA,Oceanus
Gujarat Sea  Corp Consultants,Marebak,Coralmarica
-3331,NA,Oceanus
-2005,NA,Oceanus
Sea Harvest Pier GmbH Freight ,Merigrad,Oceanus
-20703,NA,Oceanus
-3087,NA,Oceanus
Kerala   Ltd. Liability Co Shipping,Isliandor,Oceanus
Edward Tsunami Ges.m.b.H. Family,Osterivaria,Oceanus
-4742,NA,Oceanus
Romero Dry dock AB Merchants,Mawandia,Oceanus
-1747,NA,Oceanus
-4644,NA,Oceanus
Marine Mavericks Ltd. Liability Co Transit,Vientoro,Oceanus
Lake Manyara   SE Brothers,Puerto Sol,Oceanus
Zambezi Valley  NV Tide,Oceanus,Oceanus
Beachcomber's Bounty Sagl Solutions,Riodelsol,NA
-4356,NA,Oceanus
Black Sea Tuna Delivery Flotsam,Marebak,Oceanus
-2002,NA,Oceanus
Adair Corporation Marine biology,Marebak,Sol y Oceana
-13566,NA,Oceanus
Orange River Mouth   S.p.A. Cargo,Nalakond,Sol y Oceana
Mar de Cielo A/S Transportation,Marebak,NA
-955,NA,Oceanus
Lake Nyasa  Ltd. Liability Co Enterprises,Sirenareef,Lumaland
-21000,NA,Oceanus
-1737,NA,Oceanus
Playa del Sol Ltd. Liability Co Line,Marebak,NA
-18344,NA,Oceanus
Lake Tana  Sagl Services,Osterivaro,NA
-15882,NA,Oceanus
Irish Trout Captain N.V. Worldwide,Marebak,Oceanus
-7723,NA,Oceanus
-17837,NA,Oceanus
Océano Azul Sagl Transport,Marebak,Lumaland
-4354,NA,Oceanus
Diao yu bi sai  Ltd,Marebak,Oceanus
Coral del Mar Limited Liability Company United,Vesperanda,NA
-18858,NA,Oceanus
Fisherman's Bounty Co Consultants,Marebak,Oceanus
-5677,NA,Oceanus
Coral del Mar A/S,Nalakond,Oceanus
Isla del Tesoro Corp,Naraliket,Oceanus
-12199,NA,Oceanus
Yenisei  AB Marine sanctuary,Zawalinda,Oceanus
-21640,NA,Oceanus
Ancla del Mar Consultants,Marebak,NA
Kafue River  Limited Liability Company Salmon,Puerto Sol,NA
Arena del Sol Incorporated Express,Mawazam,Oceanus
-9103,NA,Oceanus
Paradera Limited Liability Company,Thessalandia,Oceanus
-14111,NA,Oceanus
-20523,NA,Oceanus
Neptune's Bounty Catfish OJSC Holdings,Osterivella,Oceanus
Isla del Este S.p.A.,Coral Solis,Oceanus
-12629,NA,Oceanus
Water World Pic Overseas,Coralmarica,Oceanus
-19398,NA,Oceanus
-4258,NA,Oceanus
Okavango River  ОАО Enterprises,Marebak,Oceanus
-5463,NA,Oceanus
-14188,NA,Oceanus
Isla del Este CJSC Logistics,Puerto Sol,Luminkind
-684,NA,Oceanus
mán yú CJSC Enterprises,Isliandor,Coralmarica
-3994,NA,Oceanus
Portuguese Sea Bass OJSC Distribution,Icarnia,Coralmarica
Eirene Ltd. Corporation Transport,Marebak,Oceanus
Madhya Pradesh   S.A. de C.V. Brothers,Utoporiana,NA
Salt WaterCo Surf LC Services,Gavanovia,Oceanus
Orange River Mouth   &,Marebak,Marebak
-2484,NA,Oceanus
Caracola del Sol AB,Nalakond,Oceanus
-7325,NA,Oceanus
-8232,NA,Oceanus
-12308,NA,Oceanus
Mar del Este Brine SRL Investment,Coralmarica,Oceanus
-19509,NA,Oceanus
Andhra Pradesh  Pic Express,Nalakond,Oceanus
-6255,NA,Oceanus
-4277,NA,Oceanus
-10848,NA,Oceanus
Atlantic Ocean Coast  NV,Zawalinda,Oceanus
Tristen Jetty Company Solutions,Merigrad,Oceanus
-7363,NA,Oceanus
Kerala  Market GmbH Logistics,Marebak,NA
4 LC Marine sanctuary,Zawalinda,Oceanus
Kilimajaro Slopes   Dry dock,Marebak,Luminkind
-10964,NA,Oceanus
Savaneta Tuna AS Forwading,Marebak,Oceanus
-3905,NA,Oceanus
Coastal Castaway S.A. de C.V. United,Coralmarica,Oceanus
-14187,NA,Oceanus
-8742,NA,Oceanus
-15136,NA,Oceanus
Belgian  Aqua GmbH & Co. KG Transport,Merigrad,Sol y Oceana
Punjab  Market AS Marine life,Marivaria,Oceanus
-13015,NA,Oceanus
Ola Azul Salt spray,Marebak,NA
Tripura  AG Tom yum,Icarnia,Oceanus
Pregolya GmbH & Co. KG Marine,Puerto Sol,Oceanus
Surf's Up  Kga Marine,Zawalinda,Oceanus
3 Starfish CJSC Transport,Osterivaria,Oceanus
Manipur  Market LLC Marine,Orvietea,Oceanus
-604,NA,Oceanus
-9282,NA,Oceanus
Isla del Tesoro Corporation,Osterivaria,Oceanus
Wave Watchers GmbH Logistics,Kondanovia,NA
-5424,NA,Oceanus
Arena del Sol Ltd,Marebak,Oceanus
ReefRider Foods AB Logistics,Marebak,Marebak
-2426,NA,Oceanus
Rybachit S.A. de C.V. Transport,Icarnia,Oceanus
Fisherman's Best Inc Marine,Coralmarica,Oceanus
Bu yu wang SRL,Marebak,NA
Scottish Trout AB Holdings,Kondanovia,NA
-13597,NA,Oceanus
Dolphin Dreams Kga Freight ,Osterivaria,NA
-1108,NA,Oceanus
Costa del Sol AG Forwading,Puerto Sol,Puerto Sol
-7365,NA,Oceanus
-9276,NA,Oceanus
Lake Nasser  GmbH & Co. KG United,Alverossia,Oceanus
Malawi Rift   S.A. de C.V. Express,Nalaloria,NA
Playa de Arena Current,Islavaria,Oceanus
-13798,NA,Oceanus
-1591,NA,Oceanus
-1937,NA,Oceanus
-3279,NA,Oceanus
Diao yu bi sai  Plc,Calabrix,Oceanus
S.A. de C.V. Ges.m.b.H.,Marebak,Coralmarica
-14661,NA,Oceanus
-19526,NA,Oceanus
Italian Sword Ltd Solutions,Coralada,NA
Jammu & Kashmir  Limited Liability Company Delivery,Kondanovia,Oceanus
Scottish Lobster BV International,Coralmarica,Oceanus
Mar de Cristal Sagl,Marebak,NA
-9494,NA,Oceanus
-5450,NA,Oceanus
-13073,NA,Oceanus
-10247,NA,Oceanus
-5004,NA,Oceanus
Seaside Sojourns AS Shipping,Merigrad,NA
Mar de Plata Limited Liability Company Marine life,Merigrad,Oceanus
Italian Sword Ltd. Corporation,Nalakond,Oceanus
-11456,NA,Oceanus
Océano de Coral SE,Merigrad,Coralmarica
-5678,NA,Oceanus
Blue Nile  AG Carriers,Mawandia,Oceanus
Greek Octopus Tuna Corp Logistics,Icarnia,Oceanus
Portuguese Tuna LC Marine biology,Puerto Sol,Oceanus
Kafue River  Breakwater Inc United,Nalakond,Isla Solmar
Ocean Quest Ltd. Corporation,Ariuzima,Oceanus
Ocean Quest AG United,Marebak,Oceanus
Surf's Up s AS,Alverossia,Coralmarica
Faroe Islands Crab Plc,Merigrad,Oceanus
Congo Basin  S.A. de C.V.,Isliandor,Oceanus
Matshakala Pic and Son's,Calabrand,Oceanus
-1695,NA,Oceanus
OceanicOrigin Foods Transit Ray,Nyxonix,NA
-9019,NA,Oceanus
-14502,NA,Oceanus
Rufiji River  SRL Brothers,Icarnia,NA
-16168,NA,Oceanus
Ocean Odyssey Kga Marine biology,Alverossia,Lumakari
Mar de Cielo Ltd. Liability Co,Jiraputra,Oceanus
-2903,NA,Oceanus
Drakensberg  Forwading Marine life,Oceanus,Oceanus
Malawi Rift   Holdings Navigation,Utoporiana,Oceanus
ОАО Ltd. Liability Co,Galdara,Oceanus
Seashell  Herring Incorporated Carriers,Khamseena,Oceanus
-4405,NA,Oceanus
-1805,NA,Oceanus
-1461,NA,Oceanus
-11723,NA,Oceanus
Ocean Odyssey GmbH & Co. KG Merchants,Zawalinda,Zawalinda
Mar de Sirenas Corporation,Marebak,Oceanus
-20364,NA,Oceanus
-1748,NA,Oceanus
-3314,NA,Oceanus
-19301,NA,Oceanus
Playa del Cielo LLC,Sirenareef,Sol y Oceana
Aqua Aura Seaside N.V. Distribution,Sol y Oceana,Oceanus
West Bengal   Oyj Solutions,Gavanovia,Gavanovia
-20352,NA,Oceanus
-18317,NA,Oceanus
-889,NA,Oceanus
-7127,NA,Oceanus
-17399,NA,Oceanus
Isla del Este Pic Export,Nalakimani,Alverossia
-7128,NA,Oceanus
Angrapa Co Marine biology,Isliandor,Alverossia
-7700,NA,Oceanus
-16743,NA,Oceanus
Mar del Placer ОАО Solutions,Puerto Sol,Oceanus
Eudora Hijiki SE & Son's,Nalakond,Oceanus
-15770,NA,Oceanus
-1863,NA,Oceanus
Mar de Plata GmbH Express,Valtalmo,Oceanus
-5703,NA,Oceanus
katushka GmbH & Co. KG Transit,Thessalandia,Sol y Oceana
-15211,NA,Oceanus
Maacama  S.p.A. Marine ecology,Zawalinda,Sol y Oceana
Mar de la Vida Inc,Puerto del Mar,NA
-16112,NA,Oceanus
Kilimanjaro fishery SRL Marine life,Icarnia,Oceanus
-3409,NA,Oceanus
Mar de Cristal Aquamarine S.A. de C.V. Delivery,Marebak,Oceanus
-1537,NA,Oceanus
-8571,NA,Oceanus
Mar de la Luna Ltd,Orvietonix,Solovarico
Mar de Cristal Ltd Abalone,Marebak,NA
-11905,NA,Oceanus
-1750,NA,Oceanus
Pradesh   Coast LC Marine ecology,Marebak,NA
-4319,NA,Oceanus
Jammu & Kashmir  Catfish,Galduzim,Oceanus
-1544,NA,Oceanus
-16031,NA,Oceanus
-13606,NA,Oceanus
-16809,NA,Oceanus
xún yú Chart OJSC Overseas,Lumaland,Puerto Sol
AquaBlue Sailboat LC Express,Zawalinda,Oceanus
-3538,NA,Oceanus
Gujarat Sea  Co Brothers,Puerto Sol,Oceanus
-1869,NA,Oceanus
SaltwaterSavor Co & Son's,Zawalinda,NA
-16032,NA,Oceanus
-6585,NA,Oceanus
-2600,NA,Oceanus
-18484,NA,Oceanus
-3083,NA,Oceanus
-15061,NA,Oceanus
-20751,NA,Oceanus
-4995,NA,Oceanus
-15352,NA,Oceanus
-18410,NA,Oceanus
-1745,NA,Oceanus
-19273,NA,Oceanus
-17331,NA,Oceanus
Estrella del Mar Oyj Logistics,Marebak,NA
-15994,NA,Oceanus
Irtysh  - Inc Distribution,Mawazam,Oceanus
Tamil Nadu   OJSC &,Osterivaria,Oceanus
Fisherman's Bounty Incorporated Enterprises,Osterivaria,Oceanus
Olas del Sur A/S Holdings,Marebak,NA
Costa de Oro Ltd. Corporation Flounder,Nalakond,Coralmarica
Liyu  GmbH & Co. KG,Kondarivakia,Icarnia
Zambezi Delta  Marine mist ОАО Marine conservation,Oceanus,Oceanus
-1838,NA,Oceanus
Barents Sea Cod Incorporated & Son's,Galduzim,Oceanus
Ocean Outfitters Oyj Enterprises,Marebak,Oceanus
Mar del Este OJSC,Marebak,Luminkind
Bihar   Brackish SE Overseas,Utoporiana,Oceanus
Simien Mountains   Company Fish,Sol y Oceana,Oceanus
-1756,NA,Oceanus
-7210,NA,Oceanus
-5158,NA,Oceanus
-15398,NA,Oceanus
Brisa del Este Sagl,-22007,Oceanus
Oceanic Odyssey Sagl Carriers,Marebak,NA
-10849,NA,Oceanus
-11464,NA,Oceanus
Irtysh  Corporation Marine ecology,Marebak,Oceanus
-15793,NA,Oceanus
Kallianassa S.A. de C.V.,Marebak,Oceanus
Victoria Falls   Herring Ltd. Corporation Forwading,Mawandia,Oceanus
-17577,NA,Oceanus
-18215,NA,Oceanus
Seashell Sanctum Ltd. Liability Co Forwading,Isliandor,Alverossia
Selkie and GmbH Shipping,Mawalara,Oceanus
Kilimanjaro fishery Ges.m.b.H. Cargo,Marebak,Oceanus
Poseidon SE Marine biology,Kilivaria,Marifada
Náutica del Este LLC,Kondanovia,Oceanus
SurfSide Limited Liability Company,Marebak,NA
-19161,NA,Oceanus
hǎi xīng Marine biology Limited Liability Company Logistics,Oceanus,Oceanus
-10104,NA,Oceanus
-19171,NA,Oceanus
-19170,NA,Oceanus
-17949,NA,Oceanus
-14912,NA,Oceanus
-5358,NA,Oceanus
-12362,NA,Oceanus
Costa del Viento S.A. de C.V. Express,Jiraputra,Polarinda
Náutica del Norte Ges.m.b.H. Express,Coralmarica,Oceanus
-9020,NA,Oceanus
Okavango Delta  Pic Family,Puerto Sol,Puerto Sol
Nagaland Sea  Kga Brothers,Osterivaro,Oceanus
-3523,NA,Oceanus
SaltwaterSelections World Kga Shipping,Puerto del Mar,Oceanus
The Sea Lion GmbH Transport,Marebak,Coraland
-428,NA,Oceanus
-1771,NA,Oceanus
-8265,NA,Oceanus
-7321,NA,Oceanus
Mar de Cristalino AG Freight ,Talandria,Novarossia Sol
-18838,NA,Oceanus
French Sole Corp Solutions,Merigrad,Alverossia
-12794,NA,Oceanus
Seaside Summit Tidal Incorporated Line,Puerto Sol,Valtalmo
-1290,NA,Oceanus
Dutch Bill  SE Enterprises,Polarisdom,Oceanus
Viento Azul S.A. de C.V.,Morolaria,NA
-15772,NA,Oceanus
-21224,NA,Oceanus
Náutica del Este Company,Coralmarica,Oceanus
-10047,NA,Oceanus
-17012,NA,Oceanus
-10627,NA,Oceanus
-14662,NA,Oceanus
Gulf of Tadjoura  LC Logistics,Marebak,NA
Coastal Charm Corp United,Zawalinda,Zawalinda
xiǎo lóng xiā Ltd. Corporation,Quornova,Oceanus
-1260,NA,Oceanus
Investment Ltd. Liability Co,Utoparadia,Oceanus
-1746,NA,Oceanus
-18969,NA,Oceanus
Limpopo River  ОАО Coast,Uzifrica,Oceanus
-18952,NA,Oceanus
Aqua Advancements AS Delivery,Marebak,NA
Tana River  Ltd. Liability Co,Marebak,Oceanus
-21313,NA,Oceanus
-10637,NA,Oceanus
Congo Basin  A/S Transport,Marebak,Oceanus
-20886,NA,Oceanus
SeaSolutions  Ltd. Corporation Shipping,Marebak,Oceanus
-5685,NA,Oceanus
-2734,NA,Oceanus
-1271,NA,Oceanus
-1857,NA,Oceanus
hǎi mǎ S.p.A. Transport,Zawalinda,Oceanus
Coral del Mar SE Enterprises,Puerto Sol,Oceanus
Gulf of Guinea   Ges.m.b.H. Delivery,Galduzim,Gavanovia
-9278,NA,Oceanus
Black Sea Anchovy SRL Seal,Korvelonia,Coralmarica
Tripura  Ltd. Liability Co,Ariuzima,Ariuzima
Caracola de Coral CJSC,Isliandor,Oceanus
-5174,NA,Oceanus
Zambezi Escarpment  Inc Marine,Marebak,NA
Surf and Sand N.V.,Rio Isla,Oceanus
Fisherman's Pride GmbH Marine sanctuary,Sirenareef,Oceanus
SeaTrekker Sagl Marine ecology,Merigrad,Islavaria
-21168,NA,Polarisdom
Albertine Rift  ОАО Compass,Lumindoria,Oceanus
-7332,NA,Oceanus
-6188,NA,Oceanus
Marine Masterminds Ltd. Liability Co,Utoporiana,Utoporiana
-1757,NA,Oceanus
Arena de Coral Seaside AB Holdings,Marebak,NA
Madagascar Coast  Co Shipping,Osterivaria,Marifada
The Salty Pearl Freight ,NA,Oceanus
-7328,NA,Oceanus
-2071,NA,Oceanus
-423,NA,Oceanus
-17037,NA,Oceanus
Neptune's Bounty Line Seaport,Icarnia,Oceanus
Andhra Pradesh   Trawler LLC Marine,Calabrand,Oceanus
Mar de la Felicidad Co Cargo,Nalakond,Osterivaria
-1751,NA,Oceanus
Steven Marine life Pic Freight ,Zawalinda,Sirenareef
-3106,NA,Oceanus
Turkish Mussels Ltd. Corporation Cargo,Anderia del Mar,Khamseena
Yu er he  Sp,Coral Solis,Oceanus
Victoria Falls   S.A. de C.V.,Marebak,NA
-7697,NA,Oceanus
-17175,NA,Oceanus
Caracola del Mar Transit,Coralmarica,Oceanus
-11881,NA,Oceanus
-18870,NA,Oceanus
Océano de Coral Inc,Coralmarica,Oceanus
-18448,NA,Oceanus
-8302,NA,Oceanus
-1697,NA,Oceanus
Caracola de Coral Plc,Zawalinda,NA
Savaneta Otter GmbH Investment,Nalakond,Helvoris
Angeline Seafoam AG Line,Lumindoria,Oceanus
-21094,NA,Oceanus
-10030,NA,Oceanus
Olas del Mar Ltd. Liability Co Solutions,Marebak,Oceanus
Gujarat ers Corp Marine biology,Marebak,Oceanus
-10014,NA,Oceanus
Oranjestad Laksa LLC Distribution,Kondanovia,Oceanus
-10250,NA,Oceanus
fēi yú A/S Express,Kondanovia,NA
Turkish Sword Investment Catfish,Nalakond,Oceanus
-10249,NA,Oceanus
Playa de Arena Export,Arreciviento,Oceanus
Bahía del Este Nautilus,Vesperanda,NA
-8279,NA,Oceanus
Náutica del Mar Kga,Vesperanda,Oceanus
-10027,NA,Oceanus
Chhattisgarh  GmbH & Co. KG,Zawalinda,Oceanus
-10017,NA,Oceanus
Edward Breakwater BV Services,Brindivaria,Oceanus
Estrella del Mar Ges.m.b.H.,Mawazam,Oceanus
-1327,NA,Oceanus
-11077,NA,Oceanus
bǐ mù yú Transport,Coralmarica,Luminkind
jīn qiāng yú Plc Barracuda,Kondanovia,Oceanus
Eudora World OJSC Delivery,Nalakond,NA
-3996,NA,Oceanus
Faroe Islands Halibut OJSC,Korvelonia,Oceanus
Arena de Coral SE,Puerto Sol,Oceanus
Isla del Tesoro CJSC Forwading,Vesperanda,Oceanus
-7322,NA,Oceanus
-1511,NA,Oceanus
Saltwater Surf Club AB Brothers,Oceanus,Oceanus
-1129,NA,Oceanus
-11370,NA,Oceanus
Wave Warriors SE Freight ,Puerto Sol,Oceanus
-8456,NA,Oceanus
Zambezi Gorge  Kga Shipping,Marebak,NA
Ola Marina Marine conservation,Nalakond,Oceanus
Aqua  Marine biology AB Marine biology,Nalakond,Oceanus
Atlantic Ocean Coast  Navigation Corporation Transportation,Anderia del Mar,Sol y Oceana
Manipur   Coast CJSC Shipping,Marebak,Oceanus
-13426,NA,Oceanus
Náutica del Sol SRL Line,Sol y Oceana,Sol y Oceana
-2728,NA,Oceanus
Sahara  LLC NV Logistics,Oceanus,Alverossia
Shona GmbH & Co. KG Express,Islavaria,NA
Isla del Tesoro Plc,Osterivaria,NA
-17599,NA,Oceanus
Kong zhong diao yu  GmbH,Galduzim,Oceanus
-9652,NA,Oceanus
OOO CJSC Marine biology,Brindisola,NA
-14221,NA,Oceanus
Atlantic Ocean Coast  NV Merchants,Kondanovia,Oceanus
-3604,NA,Oceanus
Briny Limited Liability Company Import,Sol y Oceana,Oceanus
Turkish Sword N.V. Logistics,Coralmarica,Oceanus
-7709,NA,Oceanus
-2911,NA,Oceanus
-11293,NA,Oceanus
Sahara  LLC Plc Consulting,Merigrad,Sol y Oceana
Fisherman's Bounty AG Solutions,Marebak,Luminkind
SeaBass Company GmbH & Co. KG,Merigrad,Oceanus
-9993,NA,Oceanus
-6283,NA,Oceanus
Maacama  Limited Liability Company,Korvelia,Oceanus
Sea Striders Ltd. Liability Co &,NA,Oceanus
Arena del Mar SRL,Marebak,Coralmarica
-5750,NA,Oceanus
Playa del Tesoro S.p.A. Enterprises,Mawazam,NA
-3461,NA,Oceanus
Bay of Bengal's Fish,Marebak,Oceanus
Tshikele Limited Liability Company Enterprises,Playa Solis,Oceanus
-13273,NA,Oceanus
-9826,NA,Oceanus
-7694,NA,Oceanus
-9493,NA,Oceanus
-14135,NA,Oceanus
Ocean Explorers Incorporated Line,Alverossia,Oceanus
Madhya Pradesh  Market Shoal GmbH Shipping,Nalakond,Oceanus
-14820,NA,Oceanus
Zambezi Escarpment  Cruise ship AS Marine,Nalakond,Oceanus
Vespuci Seabreeze AB Logistics,Marebak,Oceanus
Jammu & Kashmir  Sagl Export,Korvelonia,Oceanus
-15213,NA,Oceanus
Marine Mermaids GmbH & Co. KG Carriers,Marebak,Oceanus
bái suō wěn lú OJSC,Sol y Oceana,Helixia
SeaSpray Sp Marine biology,Luminkind,Oceanus
SaltwaterSatisfactions S.A. de C.V.,Marebak,Marebak
-1542,NA,Oceanus
Beach Bums Marine biology,Marebak,NA
-3113,NA,Oceanus
Danish Mackerel A/S Line,Kondanovia,NA
-15494,NA,Oceanus
Fisherman's Best Inc United,Marebak,Oceanus
-12486,NA,Oceanus
lú yú LC Express,Marebak,NA
-2284,NA,Oceanus
-20397,NA,Oceanus
-3567,NA,Oceanus
AquaFresh Foods Incorporated Logistics,Coral Solis,NA
-6266,NA,Oceanus
Isla del Tesoro Inc,Marebak,Oceanus
-10643,NA,Oceanus
SaltwaterSnacks Tom yum Oyj Line,Calabrand,Oceanus
zhāng yú Cargo ship,Lumindoria,Oceanus
Manipur   Ltd. Liability Co,Coralada,Oceanus
-21967,NA,Oceanus
-1742,NA,Oceanus
Playa del Mar S.p.A. Fish,Yggdrasonia,Oceanus
Aquatic Adventures Lighthouse GmbH Merchants,Sirenareef,Oceanus
-13592,NA,Oceanus
-18437,NA,Oceanus
Cape Verde Islands  Oyj,Marebak,Valtalmo
-5157,NA,Oceanus
-21105,NA,Polarisdom
-17525,NA,Oceanus
-10406,NA,Oceanus
-20795,NA,Oceanus
-17024,NA,Oceanus
-13906,NA,Oceanus
-17879,NA,Oceanus
-21983,NA,Oceanus
Edward ОАО Marine life,Marebak,NA
-16532,NA,Oceanus
Maharashtra  River Oyj Services,Puerto Sol,Coralmarica
-4615,NA,Oceanus
-10368,NA,Oceanus
-15400,NA,Oceanus
Harbah Ltd. Liability Co Marine,Merigrad,Oceanus
-11996,NA,Oceanus
-9497,NA,Oceanus
West Ltd. Liability Co,Valtalmo,Mawandia
-17870,NA,Oceanus
-17869,NA,Oceanus
Deep Sea Divers N.V. Express,Kondanovia,Coralmarica
-8419,NA,Oceanus
-20752,NA,Oceanus
-4318,NA,Oceanus
-2424,NA,Oceanus
-17835,NA,Oceanus
-18578,NA,Oceanus
-10378,NA,Oceanus
-18350,NA,Oceanus
OceanFront Delights Incorporated Solutions,Marebak,Oceanus
-4456,NA,Oceanus
Coral Reef Company America,Kondanovia,Oceanus
Italian Anchovy Inc Starfish,Marebak,Mawazam
Bujagali Falls  Ltd. Corporation,Oceanus,Oceanus
