from,to,hscode,Year,weights
Manipur  Market Corporation Cargo,Caracola del Sol Services,306170,2029,75
Manipur  Market Corporation Cargo,Caracola del Sol Services,306170,2033,70
Manipur  Market Corporation Cargo,Caracola del Sol Services,306170,2034,52
Manipur  Market Corporation Cargo,Coastal Castaway Coast Corporation Worldwide,306170,2029,26
Manipur  Market Corporation Cargo,Coastal Castaway Coast Corporation Worldwide,306170,2031,32
Manipur  Market Corporation Cargo,Coastal Castaway Coast Corporation Worldwide,306170,2032,23
Manipur  Market Corporation Cargo,Mar del Este CJSC,306170,2031,35
Manipur  Market Corporation Cargo,Mar del Este CJSC,306170,2033,39
Manipur  Market Corporation Cargo,Mar del Placer Manatee,306170,2028,121
Manipur  Market Corporation Cargo,Mar del Placer Manatee,306170,2029,109
Manipur  Market Corporation Cargo,Sea Breeze Corporation Marine sanctuary,306170,2028,57
Manipur  Market Corporation Cargo,Sea Breeze Corporation Marine sanctuary,306170,2029,229
Manipur  Market Corporation Cargo,Sea Breeze Corporation Marine sanctuary,306170,2030,415
Manipur  Market Corporation Cargo,Sea Breeze Corporation Marine sanctuary,306170,2031,540
Manipur  Market Corporation Cargo,Sea Breeze Corporation Marine sanctuary,306170,2032,583
Manipur  Market Corporation Cargo,Sea Breeze Corporation Marine sanctuary,306170,2033,506
Manipur  Market Corporation Cargo,Sea Breeze Corporation Marine sanctuary,306170,2034,603
Manipur  Market Corporation Cargo,SeaSelects Nori Corporation Express,306170,2031,31
Manipur  Market Corporation Cargo,hǎi dǎn AG Express,306170,2030,28
Manipur  Market Corporation Cargo,hǎi dǎn AG Express,306170,2034,22
Manipur  Market LLC Marine,hǎi dǎn Corporation Wharf,306170,2033,25
Mar de Coral ОАО,hǎi dǎn Corporation Wharf,306170,2034,23
Mar de la Costa Sagl,-753,306170,2032,85
Mar de la Costa Sagl,3 Oceanography ОАО Marine life,306170,2028,25
Mar de la Costa Sagl,3 Oceanography ОАО Marine life,306170,2029,42
Mar de la Costa Sagl,Arena del Mar Marine Marine biology,306170,2032,31
Mar de la Costa Sagl,Arena del Mar Marine Marine biology,306170,2033,30
Mar de la Costa Sagl,Arena del Mar Marine Marine biology,306170,2034,66
Mar de la Costa Sagl,Kong zhong diao yu  Ges.m.b.H.,306170,2031,59
Mar de la Costa Sagl,Kong zhong diao yu  Ges.m.b.H.,306170,2032,101
Mar de la Costa Sagl,Kong zhong diao yu  Ges.m.b.H.,306170,2033,168
Mar de la Costa Sagl,Kong zhong diao yu  Ges.m.b.H.,306170,2034,236
Mar de la Felicidad BV,Selous Game Reserve  S.A. de C.V.,306170,2028,49
Mar de la Felicidad BV,Selous Game Reserve  S.A. de C.V.,306170,2029,30
Mar de la Felicidad BV,Selous Game Reserve  S.A. de C.V.,306170,2033,34
Mar de la Felicidad BV,Selous Game Reserve  S.A. de C.V.,306170,2034,32
Mar de la Felicidad NV,Water Wonders AG Transport,306170,2028,76
Mar de la Felicidad NV,Water Wonders AG Transport,306170,2029,129
Mar de la Felicidad NV,Water Wonders AG Transport,306170,2030,51
Mar de la Luna S.p.A.,AquaDelight N.V. Coral Reef,306170,2032,21
Mar de la Luna S.p.A.,AquaDelight N.V. Coral Reef,306170,2033,38
Mar de la Luna S.p.A.,Mar de la Vida LC,306170,2032,40
Mar de la Luna S.p.A.,Mar de la Vida LC,306170,2033,34
Mar de la Luna S.p.A.,Mar del Paraíso Corporation Logistics,306170,2034,52
Mar de la Luna S.p.A.,Punjab s A/S Marine,306170,2034,106
Mar de la Luna S.p.A.,Saltwater Supreme Pelican Ltd Enterprises,306170,2034,53
Mar de la Luz Ltd. Liability Co,Black Sea Tuna Snapper,306170,2029,25
Mar de la Luz Ltd. Liability Co,Mar del Placer Manatee,306170,2029,36
Mar de la Luz Ltd. Liability Co,Mar del Placer Manatee,306170,2030,71
Mar de la Luz Ltd. Liability Co,Mar del Placer Manatee,306170,2031,32
Mar de la Luz Ltd. Liability Co,Mar del Placer Manatee,306170,2032,184
Mar de la Luz Ltd. Liability Co,Mar del Placer Manatee,306170,2033,219
Mar de la Luz Ltd. Liability Co,Mar del Placer Manatee,306170,2034,160
Mar de la Vida S.p.A.,Arunachal Pradesh s Brine,306170,2034,27
Mar de la Vida S.p.A.,Caracola del Sol Services,306170,2029,42
Mar de la Vida S.p.A.,Caracola del Sol Services,306170,2030,58
Mar de la Vida S.p.A.,Caracola del Sol Services,306170,2031,93
Mar de la Vida S.p.A.,Caracola del Sol Services,306170,2032,101
Mar de la Vida S.p.A.,Caracola del Sol Services,306170,2033,83
Mar de la Vida S.p.A.,Caracola del Sol Services,306170,2034,77
Mar de la Vida S.p.A.,Costa de la Felicidad Shipping,306170,2031,42
Mar de la Vida S.p.A.,Costa de la Felicidad Shipping,306170,2032,117
Mar de la Vida S.p.A.,Costa de la Felicidad Shipping,306170,2033,77
Mar de la Vida S.p.A.,Costa de la Felicidad Shipping,306170,2034,152
Mar de la Vida S.p.A.,Mar del Este CJSC,306170,2028,43
Mar de la Vida S.p.A.,Mar del Este CJSC,306170,2029,22
Mar de la Vida S.p.A.,Mar del Este CJSC,306170,2030,40
Mar de la Vida S.p.A.,Mar del Este CJSC,306170,2031,21
Mar de la Vida S.p.A.,Mar del Este CJSC,306170,2032,130
Mar de la Vida S.p.A.,Mar del Este CJSC,306170,2033,41
Mar de la Vida S.p.A.,Mar del Este CJSC,306170,2034,63
Mar de la Vida S.p.A.,Mar del Placer Manatee,306170,2028,21
Mar de la Vida S.p.A.,Mar del Placer Manatee,306170,2029,66
Mar de la Vida S.p.A.,Mar del Placer Manatee,306170,2030,263
Mar de la Vida S.p.A.,Mar del Placer Manatee,306170,2031,162
Mar de la Vida S.p.A.,Mar del Placer Manatee,306170,2032,177
Mar de la Vida S.p.A.,Mar del Placer Manatee,306170,2033,197
Mar de la Vida S.p.A.,Mar del Placer Manatee,306170,2034,172
Mar de la Vida S.p.A.,Playa de la Luna Incorporated,306170,2034,43
Mar de la Vida S.p.A.,Selous Game Reserve  S.A. de C.V.,306170,2029,42
Mar de la Vida S.p.A.,Selous Game Reserve  S.A. de C.V.,306170,2030,55
Mar de la Vida S.p.A.,Selous Game Reserve  S.A. de C.V.,306170,2031,99
Mar de la Vida S.p.A.,Selous Game Reserve  S.A. de C.V.,306170,2032,134
Mar de la Vida S.p.A.,Selous Game Reserve  S.A. de C.V.,306170,2033,74
Mar de la Vida S.p.A.,The Sea Turtle GmbH & Co. KG,306170,2032,41
Mar de la Vida S.p.A.,The Sea Turtle GmbH & Co. KG,306170,2033,25
Mar de la Vida S.p.A.,The Sea Turtle GmbH & Co. KG,306170,2034,36
Mar de la Vida S.p.A.,Tiao piao  Distribution Sandbar,306170,2032,22
Mar de la Vida S.p.A.,Tiao piao  Distribution Sandbar,306170,2033,21
Mar del Caribe AB,Caracola del Sol Services,306170,2032,24
Mar del Este SRL,Adriatic Mackerel Ges.m.b.H. Family,306170,2029,29
Mar del Este SRL,Adriatic Mackerel Ges.m.b.H. Family,306170,2032,24
Mar del Este SRL,Adriatic Mackerel Ges.m.b.H. Family,306170,2033,24
Mar del Este SRL,Adriatic Mackerel Ges.m.b.H. Family,306170,2034,32
Mar del Este SRL,Kong zhong diao yu  Ges.m.b.H.,306170,2032,22
Mar del Este SRL,SeaSelects Nori Corporation Express,306170,2031,26
Mar del Este SRL,páng xiè S.A. de C.V. Line,306170,2029,23
Mar del Este SRL,páng xiè S.A. de C.V. Line,306170,2030,33
Mar del Oeste Cruise ship,Caracola del Sol Services,306170,2028,127
Mar del Oeste Cruise ship,Caracola del Sol Services,306170,2029,199
Mar del Oeste Cruise ship,Caracola del Sol Services,306170,2030,125
Mar del Oeste Cruise ship,Caracola del Sol Services,306170,2031,79
Mar del Oeste Cruise ship,Caracola del Sol Services,306170,2032,53
Mar del Oeste Cruise ship,Caracola del Sol Services,306170,2033,112
Mar del Oeste Cruise ship,Caracola del Sol Services,306170,2034,153
Mar del Oeste Cruise ship,Faroe Islands Halibut AS,306170,2030,43
Mar del Oeste Cruise ship,Lake Turkana  Charter Boat  NV Marine,306170,2029,40
Mar del Oeste Cruise ship,Punjab s Marine conservation,306170,2028,32
Mar del Oeste Cruise ship,Punjab s Marine conservation,306170,2029,47
Mar del Oeste Cruise ship,Punjab s Marine conservation,306170,2033,30
Mar del Oeste Cruise ship,Punjab s Marine conservation,306170,2034,30
Mar del Oeste Cruise ship,hǎi dǎn Corporation Wharf,306170,2028,26
Mar del Oeste Cruise ship,hǎi dǎn Corporation Wharf,306170,2030,41
Mar del Oeste Cruise ship,hǎi dǎn Corporation Wharf,306170,2034,28
Mar del Placer CJSC Transport,AquaDelight N.V. Coral Reef,306170,2029,22
Mar del Placer CJSC Transport,Caracola del Sol Services,306170,2029,28
Mar del Placer CJSC Transport,Costa de la Felicidad Shipping,306170,2029,39
Mar del Placer CJSC Transport,Mar del Este CJSC,306170,2029,22
Mar del Placer CJSC Transport,hǎi dǎn Corporation Wharf,306170,2028,22
Mar y Viento Corp,Maharashtra  Ltd. Liability Co Shipping,306170,2029,25
Mar y Viento Corp,Pao gan SE Seal,306170,2029,22
Marine Masterminds SE Saltwater,Sea Breeze Corporation Marine sanctuary,306170,2030,23
Marine Masterminds SE Saltwater,hǎi dǎn Corporation Wharf,306170,2028,142
Marine Masterminds SE Saltwater,hǎi dǎn Corporation Wharf,306170,2029,162
Marine Masterminds SE Saltwater,hǎi dǎn Corporation Wharf,306170,2030,70
Marine Masterminds SE Saltwater,hǎi dǎn Corporation Wharf,306170,2031,92
Marine Masterminds SE Saltwater,hǎi dǎn Corporation Wharf,306170,2032,186
Marine Masterminds SE Saltwater,hǎi dǎn Corporation Wharf,306170,2033,190
Marine Masterminds SE Saltwater,hǎi dǎn Corporation Wharf,306170,2034,225
Marine Muse Ltd. Corporation Catfish,Assam  Market Cargo ship Company Marine conservation,306170,2031,22
Marine Muse Ltd. Corporation Catfish,Assam  Market Cargo ship Company Marine conservation,306170,2032,42
Marine Muse Ltd. Corporation Catfish,Assam  Market Cargo ship Company Marine conservation,306170,2033,25
Marine Muse Ltd. Corporation Catfish,Caracola del Sol Services,306170,2030,22
Marine Muse Ltd. Corporation Catfish,Caracola del Sol Services,306170,2031,23
Marine Muse Ltd. Corporation Catfish,Costa de la Felicidad Shipping,306170,2031,56
Marine Muse Ltd. Corporation Catfish,Costa de la Felicidad Shipping,306170,2032,111
Marine Muse Ltd. Corporation Catfish,Costa de la Felicidad Shipping,306170,2033,62
Marine Muse Ltd. Corporation Catfish,Mar del Este CJSC,306170,2031,50
Marine Muse Ltd. Corporation Catfish,Mar del Este CJSC,306170,2032,72
Marine Muse Ltd. Corporation Catfish,Mar del Este CJSC,306170,2033,70
Marine Muse Ltd. Corporation Catfish,Mar del Este CJSC,306170,2034,28
Marine Muse Ltd. Corporation Catfish,Orange River   Incorporated Shipping,306170,2031,25
Marine Muse Ltd. Corporation Catfish,Orange River   Incorporated Shipping,306170,2033,32
Marine Muse Ltd. Corporation Catfish,Pao gan SE Seal,306170,2031,39
Marine Muse Ltd. Corporation Catfish,Pao gan SE Seal,306170,2032,24
Marine Muse Ltd. Corporation Catfish,Pao gan SE Seal,306170,2033,42
Marine Muse Ltd. Corporation Catfish,Pao gan SE Seal,306170,2034,23
Marit GmbH & Co. KG,AquaDelight N.V. Coral Reef,306170,2032,38
Marit GmbH & Co. KG,AquaDelight N.V. Coral Reef,306170,2033,56
Marit GmbH & Co. KG,AquaDelight N.V. Coral Reef,306170,2034,97
Marit GmbH & Co. KG,Caracola del Este Ltd. Liability Co,306170,2032,28
Marit GmbH & Co. KG,Caracola del Sol Services,306170,2032,33
Marit GmbH & Co. KG,Caracola del Sol Services,306170,2033,40
Marit GmbH & Co. KG,Kong zhong diao yu  Ges.m.b.H.,306170,2033,180
Marit GmbH & Co. KG,Kong zhong diao yu  Ges.m.b.H.,306170,2034,25
Marit GmbH & Co. KG,Mar del Este CJSC,306170,2032,26
Marit GmbH & Co. KG,Mar del Este CJSC,306170,2034,28
Marit GmbH & Co. KG,Mar del Placer Manatee,306170,2032,182
Marit GmbH & Co. KG,Mar del Placer Manatee,306170,2033,24
Marit GmbH & Co. KG,Selous Game Reserve  S.A. de C.V.,306170,2032,35
Marmooska Ltd. Liability Co,Assam  Market Cargo ship Company Marine conservation,306170,2034,30
Marmooska Ltd. Liability Co,Mar del Este CJSC,306170,2031,27
Marmooska Ltd. Liability Co,Mar del Este CJSC,306170,2032,28
Marmooska Ltd. Liability Co,Mar del Este CJSC,306170,2034,29
Marmooska Ltd. Liability Co,hǎi dǎn Corporation Wharf,306170,2032,34
Marmooska Ltd. Liability Co,hǎi dǎn Corporation Wharf,306170,2033,34
Melanippe GmbH & Co. KG,Kong zhong diao yu  Ges.m.b.H.,306170,2031,30
Meris Cargo ship Ltd. Liability Co Cargo,Costa de la Felicidad Shipping,306170,2032,28
Michael Ltd. Corporation Seal,AquaDelight N.V. Coral Reef,306170,2029,45
Michael Ltd. Corporation Seal,AquaDelight N.V. Coral Reef,306170,2032,52
Michael Ltd. Corporation Seal,AquaDelight N.V. Coral Reef,306170,2033,63
Michael Ltd. Corporation Seal,AquaDelight N.V. Coral Reef,306170,2034,63
Michael Ltd. Corporation Seal,Caracola del Sol Services,306170,2028,26
Michael Ltd. Corporation Seal,Caracola del Sol Services,306170,2031,47
Michael Ltd. Corporation Seal,Costa de la Felicidad Shipping,306170,2029,40
Michael Ltd. Corporation Seal,Costa de la Felicidad Shipping,306170,2030,55
Michael Ltd. Corporation Seal,Costa de la Felicidad Shipping,306170,2031,123
Michael Ltd. Corporation Seal,Costa de la Felicidad Shipping,306170,2032,157
Michael Ltd. Corporation Seal,Costa de la Felicidad Shipping,306170,2033,63
Michael Ltd. Corporation Seal,Costa de la Felicidad Shipping,306170,2034,36
Michael Ltd. Corporation Seal,East Ltd Marine life,306170,2032,83
Michael Ltd. Corporation Seal,East Ltd Marine life,306170,2033,22
Michael Ltd. Corporation Seal,East Ltd Marine life,306170,2034,27
Michael Ltd. Corporation Seal,Madagascar Coast  AG Freight ,306170,2032,34
Michael Ltd. Corporation Seal,Madagascar Coast  AG Freight ,306170,2033,22
Michael Ltd. Corporation Seal,Mar del Este CJSC,306170,2030,37
Michael Ltd. Corporation Seal,Mar del Este CJSC,306170,2031,50
Michael Ltd. Corporation Seal,Mar del Este CJSC,306170,2032,36
Michael Ltd. Corporation Seal,Pao gan SE Seal,306170,2028,33
Michael Ltd. Corporation Seal,Pao gan SE Seal,306170,2029,55
Michael Ltd. Corporation Seal,Pao gan SE Seal,306170,2030,37
Michael Ltd. Corporation Seal,Pao gan SE Seal,306170,2031,26
Michael Ltd. Corporation Seal,Pelagia Ltd. Corporation Family,306170,2034,21
Michael Ltd. Corporation Seal,Saltwater Supreme Pelican Ltd Enterprises,306170,2028,35
Michael Ltd. Corporation Seal,Sea Breeze Corporation Marine sanctuary,306170,2028,28
Michael Ltd. Corporation Seal,SeaBass &  SE Tanker,306170,2029,28
Michael Ltd. Corporation Seal,SeaBass &  SE Tanker,306170,2031,57
Michael Ltd. Corporation Seal,SeaBass &  SE Tanker,306170,2032,74
Michael Ltd. Corporation Seal,hǎi dǎn Corporation Wharf,306170,2028,26
Nagaland Sea  Ltd. Corporation &,Océano de Coral Corporation Marine conservation,306170,2029,32
Neptune's Realm NV Navigation,Isla del Mar NV Forwading,306170,2029,78
Neptune's Realm NV Navigation,Isla del Mar NV Forwading,306170,2030,263
Neptune's Realm NV Navigation,Isla del Mar NV Forwading,306170,2031,255
Neptune's Realm NV Navigation,Isla del Mar NV Forwading,306170,2032,174
Neptune's Realm NV Navigation,Isla del Mar NV Forwading,306170,2033,23
Neptune's Realm NV Navigation,Rybachit Sagl and Son's,306170,2028,162
Neptune's Realm NV Navigation,Rybachit Sagl and Son's,306170,2029,85
Neptune's Realm NV Navigation,Rybachit Sagl and Son's,306170,2030,86
Neptune's Realm NV Navigation,Rybachit Sagl and Son's,306170,2031,85
Neptune's Realm NV Navigation,Rybachit Sagl and Son's,306170,2032,134
Noord Limited Liability Company Line,-1363,306170,2028,68
Noord Limited Liability Company Line,-1363,306170,2029,48
Noord Limited Liability Company Line,-1363,306170,2030,25
Norwegian Haddock Ltd. Corporation Logistics,Caracola del Sol Services,306170,2030,27
Norwegian Haddock Ltd. Corporation Logistics,Caracola del Sol Services,306170,2033,34
Norwegian Haddock Ltd. Corporation Logistics,Caracola del Sol Services,306170,2034,47
Norwegian Haddock Ltd. Corporation Logistics,Costa de la Felicidad Shipping,306170,2030,31
Norwegian Haddock Ltd. Corporation Logistics,The Sea Turtle GmbH & Co. KG,306170,2029,34
Norwegian Haddock Ltd. Corporation Logistics,The Sea Turtle GmbH & Co. KG,306170,2030,27
Náutica del Mar Ltd. Liability Co,Pao gan LC Freight ,306170,2029,21
Náutica del Mar Ltd. Liability Co,Selous Game Reserve  S.A. de C.V.,306170,2029,23
Náutica del Norte Marina CJSC Marine ecology,3 Oceanography ОАО Marine life,306170,2029,21
Náutica del Norte Marina CJSC Marine ecology,3 Oceanography ОАО Marine life,306170,2032,23
Náutica del Norte Marina CJSC Marine ecology,3 Oceanography ОАО Marine life,306170,2033,45
Náutica del Norte Marina CJSC Marine ecology,3 Oceanography ОАО Marine life,306170,2034,53
Náutica del Sol Brothers,AquaDelight N.V. Coral Reef,306170,2028,90
Náutica del Sol Brothers,AquaDelight N.V. Coral Reef,306170,2030,131
Náutica del Sol Brothers,SeaBass &  SE Tanker,306170,2029,121
Náutica del Sol Brothers,SeaBass &  SE Tanker,306170,2030,34
Ob River AS Consulting,Caracola del Sol Services,306170,2031,27
Ob River AS Consulting,Caracola del Sol Services,306170,2033,66
Ob River AS Consulting,Caracola del Sol Services,306170,2034,33
Ob River AS Consulting,hǎi dǎn Corporation Wharf,306170,2029,26
Ob River LLC and Son's,Brisa del Este BV,306170,2034,47
Ob River Ltd. Liability Co,Kilimanjaro fishery Ltd. Corporation Carriers,306170,2028,21
Ob River Ltd. Liability Co,hǎi dǎn Corporation Wharf,306170,2029,21
Ob River Ltd. Liability Co,hǎi dǎn Corporation Wharf,306170,2030,41
Ocean Emporium A/S &,Selous Game Reserve  S.A. de C.V.,306170,2030,60
Ocean Emporium A/S &,Selous Game Reserve  S.A. de C.V.,306170,2032,27
Ocean Emporium A/S &,Selous Game Reserve  S.A. de C.V.,306170,2033,44
Ocean Emporium Pic Holdings,Caracola del Sol Services,306170,2030,43
Ocean Emporium Pic Holdings,Caracola del Sol Services,306170,2031,102
Ocean Emporium Pic Holdings,Caracola del Sol Services,306170,2032,197
Ocean Emporium Pic Holdings,Caracola del Sol Services,306170,2033,156
Ocean Emporium Pic Holdings,Caracola del Sol Services,306170,2034,175
Ocean Emporium Pic Holdings,Greek Sea Bass LLC,306170,2030,88
Ocean Emporium Pic Holdings,Mar del Este CJSC,306170,2028,59
Ocean Emporium Pic Holdings,Mar del Este CJSC,306170,2029,77
Ocean Emporium Pic Holdings,Mar del Este CJSC,306170,2030,32
Ocean Emporium Pic Holdings,Mar del Este CJSC,306170,2033,21
Ocean Emporium Pic Holdings,Mar del Paraíso Corporation Logistics,306170,2032,25
Ocean Emporium Pic Holdings,Pao gan LC Freight ,306170,2031,21
Ocean Outfitters Ltd. Corporation,-1539,306170,2028,33
Ocean Outfitters Ltd. Corporation,-1539,306170,2029,63
Ocean Outfitters Ltd. Corporation,-1539,306170,2030,24
Ocean Outfitters Ltd. Corporation,Lake Turkana  Charter Boat  NV Marine,306170,2028,41
Ocean Outfitters Ltd. Corporation,Lake Turkana  Charter Boat  NV Marine,306170,2029,52
Ocean Outfitters Ltd. Corporation,Lake Turkana  Charter Boat  NV Marine,306170,2030,30
Ocean Outfitters Ltd. Corporation,Madagascar Coast  AG Freight ,306170,2028,55
Ocean Outlaws Submarine CJSC Transportation,Pao gan LC Freight ,306170,2033,23
Oceanfront Oases Co Shipping,3 Oceanography ОАО Marine life,306170,2030,26
Oceanfront Oases Co Shipping,3 Oceanography ОАО Marine life,306170,2034,48
Oceanfront Oases Co Shipping,AquaDelight N.V. Coral Reef,306170,2032,23
Oceanfront Oases Co Shipping,AquaDelight N.V. Coral Reef,306170,2034,41
Oceanfront Oases Co Shipping,Caracola del Este Ltd. Liability Co,306170,2029,62
Oceanfront Oases Co Shipping,Caracola del Este Ltd. Liability Co,306170,2030,60
Oceanfront Oases Co Shipping,Caracola del Este Ltd. Liability Co,306170,2031,89
Oceanfront Oases Co Shipping,Caracola del Este Ltd. Liability Co,306170,2032,105
Oceanfront Oases Co Shipping,Caracola del Este Ltd. Liability Co,306170,2033,125
Oceanfront Oases Co Shipping,Caracola del Este Ltd. Liability Co,306170,2034,78
Oceanfront Oases Co Shipping,Caracola del Sol Services,306170,2029,23
Oceanfront Oases Co Shipping,Caracola del Sol Services,306170,2033,25
Oceanfront Oases Co Shipping,Caracola del Sol Services,306170,2034,21
Oceanfront Oases Co Shipping,Coral Cove BV Delivery,306170,2028,38
Oceanfront Oases Co Shipping,Coral Cove BV Delivery,306170,2029,31
Oceanfront Oases Co Shipping,Isla del Este SE,306170,2034,78
Oceanfront Oases Co Shipping,Madagascar Coast  AG Freight ,306170,2034,25
Oceanfront Oases Co Shipping,Mar del Este CJSC,306170,2033,22
Oceanfront Oases Co Shipping,Mar del Este CJSC,306170,2034,52
Oceanfront Oases Co Shipping,Mar del Paraíso Corporation Logistics,306170,2029,41
Oceanfront Oases Co Shipping,Mar del Paraíso Corporation Logistics,306170,2030,33
Oceanfront Oases Co Shipping,Mar del Paraíso Corporation Logistics,306170,2031,24
Oceanfront Oases Co Shipping,Mar del Paraíso Corporation Logistics,306170,2034,37
Oceanfront Oases Co Shipping,Saltwater Supreme ОАО Forwading,306170,2034,26
Oceanfront Oases Co Shipping,Selous Game Reserve  S.A. de C.V.,306170,2033,48
Oceanfront Oases Co Shipping,hǎi dǎn AG Express,306170,2028,78
Oceanfront Oases Co Shipping,hǎi dǎn AG Express,306170,2029,78
Oceanfront Oases Co Shipping,hǎi dǎn AG Express,306170,2030,68
Oceanfront Oases Co Shipping,hǎi dǎn AG Express,306170,2031,39
Oceanfront Oases Co Shipping,hǎi dǎn AG Express,306170,2032,65
Oceanfront Oases Co Shipping,lú yú GmbH & Co. KG,306170,2034,26
Oceanfront Oasis Company Green ,Caracola del Este Ltd. Liability Co,306170,2032,27
Oceanfront Oasis Company Green ,Caracola del Este Ltd. Liability Co,306170,2033,29
Oceanfront Oasis Company Green ,Caracola del Este Ltd. Liability Co,306170,2034,45
Oceanfront Oasis Company Green ,Costa de la Felicidad Shipping,306170,2030,60
Oceanfront Oasis Company Green ,Costa de la Felicidad Shipping,306170,2031,51
Oceanfront Oasis Company Green ,Costa de la Felicidad Shipping,306170,2032,55
Oceanfront Oasis Company Green ,Mar del Este CJSC,306170,2034,21
Oceanfront Oasis Company Green ,Punjab s Marine conservation,306170,2030,21
Oceanfront Oasis Company Green ,Selous Game Reserve  S.A. de C.V.,306170,2028,62
Oceanfront Oasis Company Green ,Selous Game Reserve  S.A. de C.V.,306170,2029,41
Oceanfront Oasis Company Green ,Selous Game Reserve  S.A. de C.V.,306170,2030,27
Oceanfront Oasis Company Green ,Selous Game Reserve  S.A. de C.V.,306170,2032,27
Oceanfront Oasis Company Green ,Selous Game Reserve  S.A. de C.V.,306170,2033,33
Oceanfront Oasis Company Green ,hǎi dǎn Corporation Wharf,306170,2034,29
Oceanfront Oasis Company Green ,páng xiè S.A. de C.V. Line,306170,2029,25
Océano Azul AG Line,Sailors and Surfers Incorporated Enterprises,306170,2029,21
Océano de Coral NV and Son's,Yu xian  SRL Industrial,306170,2034,35
Océano de Coral NV and Son's,hǎi dǎn Corporation Wharf,306170,2030,36
Océano de Coral NV and Son's,hǎi dǎn Corporation Wharf,306170,2031,56
Océano de Coral NV and Son's,hǎi dǎn Corporation Wharf,306170,2032,40
Ola de la Costa Ges.m.b.H.,Mar del Este CJSC,306170,2033,284
Ola de la Costa Ges.m.b.H.,Mar del Este CJSC,306170,2034,59
Ola de la Costa Ges.m.b.H.,Sea Breeze Corporation Marine sanctuary,306170,2033,53
Ola del Este Inc,hǎi dǎn Corporation Wharf,306170,2033,21
Perla del Mar BV,Black Sea Tuna Snapper,306170,2032,25
Perla del Mar BV,Black Sea Tuna Snapper,306170,2033,24
Perla del Mar BV,Isla del Tesoro GmbH & Co. KG Chart,306170,2028,27
Perla del Mar BV,Isla del Tesoro GmbH & Co. KG Chart,306170,2029,67
Perla del Mar BV,Isla del Tesoro GmbH & Co. KG Chart,306170,2030,47
Perla del Mar BV,Isla del Tesoro GmbH & Co. KG Chart,306170,2034,33
Perla del Mar BV,Pao gan SE Seal,306170,2028,44
Perla del Mar BV,Pao gan SE Seal,306170,2029,73
Perla del Mar BV,Pao gan SE Seal,306170,2030,53
Perla del Mar BV,Pao gan SE Seal,306170,2031,26
Perla del Mar BV,Pao gan SE Seal,306170,2032,46
Perla del Mar BV,Pao gan SE Seal,306170,2033,56
Perla del Mar BV,Pao gan SE Seal,306170,2034,38
Perla del Mar BV,Southeast Fish Oyj Logistics,306170,2029,34
Perla del Mar BV,Southeast Fish Oyj Logistics,306170,2032,34
Perla del Mar Deep-sea,-430,306170,2029,21
Perla del Mar Deep-sea,-430,306170,2030,26
Perla del Mar Deep-sea,-430,306170,2032,26
Perla del Mar Deep-sea,-430,306170,2033,25
Perla del Mar Deep-sea,-5808,306170,2030,38
Perla del Mar Deep-sea,-5808,306170,2031,30
Perla del Mar Deep-sea,Assam  Market Cargo ship Company Marine conservation,306170,2029,21
Perla del Mar Deep-sea,Caracola del Este Ltd. Liability Co,306170,2032,76
Perla del Mar Deep-sea,Caracola del Este Ltd. Liability Co,306170,2033,33
Perla del Mar Deep-sea,Caracola del Sol Services,306170,2033,21
Perla del Mar Deep-sea,David Ltd. Liability Co Forwading,306170,2029,22
Perla del Mar Deep-sea,David Ltd. Liability Co Forwading,306170,2031,23
Perla del Mar Deep-sea,David Ltd. Liability Co Forwading,306170,2032,23
Perla del Mar Deep-sea,David Ltd. Liability Co Forwading,306170,2034,22
Perla del Mar Deep-sea,Madagascar Coast  AG Freight ,306170,2028,70
Perla del Mar Deep-sea,Madagascar Coast  AG Freight ,306170,2029,22
Perla del Mar Deep-sea,Madagascar Coast  AG Freight ,306170,2031,32
Perla del Mar Deep-sea,Madagascar Coast  AG Freight ,306170,2032,48
Perla del Mar Deep-sea,Madagascar Coast  AG Freight ,306170,2033,71
Perla del Mar Deep-sea,Madagascar Coast  AG Freight ,306170,2034,49
Perla del Mar Deep-sea,Mar de la Felicidad GmbH Worldwide,306170,2030,26
Perla del Mar Deep-sea,Mar de la Felicidad GmbH Worldwide,306170,2031,29
Perla del Mar Deep-sea,Mar de la Felicidad GmbH Worldwide,306170,2032,32
Perla del Mar Deep-sea,Mar de la Felicidad GmbH Worldwide,306170,2033,31
Perla del Mar Deep-sea,Mar de la Felicidad GmbH Worldwide,306170,2034,24
Perla del Mar Deep-sea,Pao gan LC Freight ,306170,2030,25
Perla del Mar Deep-sea,Punjab s A/S Marine,306170,2029,27
Perla del Mar Deep-sea,Punjab s Marine conservation,306170,2028,109
Perla del Mar Deep-sea,Punjab s Marine conservation,306170,2029,102
Perla del Mar Deep-sea,Punjab s Marine conservation,306170,2030,65
Perla del Mar Deep-sea,Punjab s Marine conservation,306170,2032,77
Perla del Mar Deep-sea,Punjab s Marine conservation,306170,2033,48
Perla del Mar Deep-sea,Punjab s Marine conservation,306170,2034,28
Perla del Mar Deep-sea,Sea Breeze Corporation Marine sanctuary,306170,2031,29
Perla del Mar Deep-sea,Sea Breeze Corporation Marine sanctuary,306170,2033,22
Perla del Mar Deep-sea,Tripura  Pier N.V. Solutions,306170,2029,21
